id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion
137;Artropofauna;Eriopis sp.1;;Eriopis sp.;Eriopis;Coccinellidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
138;Artropofauna;Eriopis sp.2;;;Eriopis;Coccinellidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
139;Artropofauna;Eulophidae sp.1;;;Eulophidae ND.;Eulophidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
140;Artropofauna;Eupelmidae sp.1;;;Eupelmidae N.D;Eupelmidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
141;Artropofauna;Eurytomidae sp.1;;;Eurytomidae N.D.;Eurytomidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
142;Artropofauna;Fannia sp.1;;;Fannia;Fanniidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
143;Artropofauna;Filistatidae N.D.;;;Filistatidae N.D.;Filistatidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
144;Artropofauna;Formicidae N.D.;;;Formicidae N.D.;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
145;Artropofauna;Gelechidae N.D.;;;Gelechidae N.D.;Gelechiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
146;Artropofauna;Gelechiidae N.D.;;;Gelechiidae N.D.;Gelechiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
147;Artropofauna;Gelechiidae sp.;;;Gelechiidae N.D.;Gelechiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
148;Artropofauna;Geometridae N.D.;;;Geometridae N.D.;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
149;Artropofauna;Geophilomorpha N.D.;;;Geophilomorpha N.D.;Geophilomorpha N.D.;Geophilomorpha;Chilopoda;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
150;Artropofauna;Gnaphosidae N.D.;;;Gnaphosidae N.D.;Gnaphosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
151;Artropofauna;Gryllidae N.D.;;;Gryllidae N.D.;Gryllidae;Orthoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
152;Artropofauna;Gryllus assimilis;;;Gryllus;Gryllidae;Orthoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
153;Artropofauna;Gryllus sp.;;;Gryllus;Gryllidae;Orthoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
154;Artropofauna;Halictidae N.D.;;;Halictidae N.D.;Halictidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
155;Artropofauna;Halictus sp.1;;;Halictus;Halictidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
156;Artropofauna;Heleomyzidae N.D.;;;Heleomyzidae N.D.;Heleomyzidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
157;Artropofauna;Heloridae N.D.;;;Heloridae N.D.;Heloridae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
158;Artropofauna;Hemiargus ramon;;;Hemiargus;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
159;Artropofauna;Hemipsocidae N.D.;;;Hemipsocidae N.D.;Hemipsocidae;Psocodea;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
160;Artropofauna;Hippodamia convergens;;;Hippodamia;Coccinellidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
161;Artropofauna;Homoporus sp.;;;Homoporus;Pteromalidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
162;Artropofauna;Hylephila isonira mima;;;Hylephila;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
163;Artropofauna;Hylephila phyleus;;;Hylephila;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
164;Artropofauna;Hyles annei;;;Hyles;Sphingidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
165;Artropofauna;Hylithus sp.;;;Hylithus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
166;Artropofauna;Ibalia sp.1;;Ophion sp.1;Ibalia;Ibaliidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
167;Artropofauna;Ichneumonidae N.D.;;;Ichneumonidae N.D.;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
168;Artropofauna;Ichneumonidae sp.;;;Ichneumonidae N.D.;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
169;Artropofauna;Isotomidae sp.1;;;Isotomidae N.D.;Isotomidae;Entomobryomorpha;Collembola;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
170;Artropofauna;Labidura sp.1;;;Labidura;Labiduridae;Dermaptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
171;Artropofauna;Lasioderma sp.1;;;Lasioderma;Anobiidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
172;Artropofauna;Lasionota rufocaudalis;;;Lasionota;Buprestidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
173;Artropofauna;Latrodectus mactans;;;Latrodectus;Theridiidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
174;Artropofauna;Leiodidae sp.1;;Leptinidae sp.1;Leiodidae N.D.;Leiodidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
175;Artropofauna;Leptotes trigemmatus;;;Leptotes;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
176;Artropofauna;Leptus sp.1;;;Leptus;Erythraeidae;Trombidiformes;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
177;Artropofauna;Liguus sp.1;;;Liguus;Bulimulidae;Stylommatophora;Gastropoda;Mollusca;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
178;Artropofauna;Linepithema humile;;;Linepithema;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;LC;No incluida;No endemica;No aplica
179;Artropofauna;Linyphiidae N.D.;;Linyphiidae 01;Linyphiidae N.D.;Linyphiidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
180;Artropofauna;Loxosceles laeta;;;Loxosceles;Sicariidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
181;Artropofauna;Loxosceles sp.1;;;Loxosceles;Sicariidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
182;Artropofauna;Loxosceles sp.2;;;Loxosceles;Sicariidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
183;Artropofauna;Lucilia sp.1;;;Lucilia;Calliphoridae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
184;Artropofauna;Lycaenidae N.D.;;;Lycaenidae N.D.;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
185;Artropofauna;Lycosa sp.1;;;Lycosa;Lycosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
186;Artropofauna;Lycosa sp.2;;;Lycosa;Lycosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
187;Artropofauna;Lycosidae N.D.;;;Lycosidae N.D.;Lycosidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
188;Artropofauna;Lygaeidae N.D.;;;Lygaeidae N.D.;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
189;Artropofauna;Lygaeidae sp.;;;Lygaeidae N.D.;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
190;Artropofauna;Machilidae N.D.;;;Machilidae N.D.;Machilidae;Archaeognatha;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
191;Artropofauna;Maindronia neotropicalis;;;Maindronia;Maindroniidae;Zygentoma;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
192;Artropofauna;Megachilidae N.D.;;;Megachilidae N.D.;Megachilidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
193;Artropofauna;Megacyclops sp.1;;Mesocyclops sp1;Megacyclops;Cyclopidae;Cyclopoida;Maxillopoda;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
194;Artropofauna;Melaphorus sp.1;;;Melaphorus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
195;Artropofauna;Melaphorus sp.2;;;Melaphorus;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
197;Artropofauna;Mesostigmata N.D.;;;Mesostigmata N.D.;Mesostigmata N.D.;Mesostigmata;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
198;Artropofauna;Metepeira sp.1;;;Metepeira;Araneidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
199;Artropofauna;Mimodromius sp.1;;;Mimodromius;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
200;Artropofauna;Miridae N.D.;;;Miridae N.D.;Miridae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
201;Artropofauna;Misumena sp.1;;;Misumena;Thomisidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
202;Artropofauna;Misumenops sp.1;;;Misumenops;Thomisidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
203;Artropofauna;Monomorium aff. pharaonis;;;Monomorium;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
204;Artropofauna;Mummucia sp.1;;;Mummucia;Mummuciidae;Solifugae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
205;Artropofauna;Musca domestica;;;Musca;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
206;Artropofauna;Muscidae N.D.;;;Muscidae N.D.;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
207;Artropofauna;Muscidae sp.;;;Muscidae N.D.;Muscidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
208;Artropofauna;Mutillidae N.D.;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
209;Artropofauna;Mutillidae sp.1;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
210;Artropofauna;Mutillidae sp.2;;;Mutillidae N.D.;Mutillidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
211;Artropofauna;Mycetophilidae N.D.;;;Mycetophilidae N.D.;Mycetophilidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
212;Artropofauna;Mycetophilidae sp.;;;Mycetophilidae N.D.;Mycetophilidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
213;Artropofauna;Nabis sp.1;;;Nabis;Nabidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
214;Artropofauna;Narsodes sp.1;;;Narsodes;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
215;Artropofauna;Naupactus sp.1;;;Naupactus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
216;Artropofauna;Nitidulidae N.D;;;Nitidulidae N.D;Nitidulidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
217;Artropofauna;Noctuidae N.D.;;;Noctuidae N.D.;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
218;Artropofauna;Notiobia peruviana;;;Notiobia;Carabidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
219;Artropofauna;Nylanderia sp.1;;;Nylanderia;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
220;Artropofauna;Nysius sp.1;;;Nysius;Lygaeidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
221;Artropofauna;Ochyroceratidae N.D.;;;Ochyroceratidae N.D.;Ochyroceratidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
222;Artropofauna;Ocyptamus sp.1;;;Ocyptamus;Syrphidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
223;Artropofauna;Oecophoridae N.D.;;;Oecophoridae N.D.;Oecophoridae;Lepidoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
224;Artropofauna;Oniscus sp.1;;;Oniscus;Oniscidae;Isopoda;Malacostraca;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
225;Artropofauna;Oonopidae N.D.;;;Oonopidae N.D.;Oonopidae;Araneae;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
226;Artropofauna;Orobothriurus paessleri;;;Orobothriurus;Bothriuridae;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
227;Artropofauna;Orobothriurus quewerukana;;;Orobothriurus;Bothriuridae;Scorpiones;Euchelicerata;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
228;Artropofauna;Otitidae N.D.;;;Otitidae N.D.;Otitidae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
229;Artropofauna;Pachodynerus peruensis;;;Pachodynerus;Vespidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
230;Artropofauna;Pantala flavescens;;;Pantala;Libellulidae;Odonata;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
231;Artropofauna;Paralucilia sp.1;;;Paralucilia;Calliphoridae;Diptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
232;Artropofauna;Parochodaeus bituberculatus;;;Parochodaeus;Ochodaeidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
233;Artropofauna;Pentatomidae N.D.;;;Pentatomidae N.D.;Pentatomidae;Hemiptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
234;Artropofauna;Pepsis peruana;;;Pepsis;Sphecidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
235;Artropofauna;Perilampidae N.D.;;;Perilampidae N.D.;Perilampidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
236;Artropofauna;Phalacridae N.D.;;;Phalacridae N.D.;Phalacridae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
237;Artropofauna;Pheidole chilensis;;;Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
238;Artropofauna;Pheidole sp.;;;Pheidole;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
239;Artropofauna;Philorea aff. escomeli;;;Philorea;Tenebrionidae;Coleoptera;Insecta;Arthropoda;Animalia;;;No aplica;No categorizada;No aplica;No categorizada;No incluida;No endemica;No aplica
